Date,Open,High,Low,Close,Volume,Adj Close
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,46278300,0
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,51511700,0
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,45390100,0
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,47716900,0
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,47644200,0
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,50133100,0
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,68445600,0
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,49337200,0
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,41516200,0
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,49923000,0
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,47720200,0
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,52456400,0
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,58311900,0
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,41922400,0
2023-04-25,165.19000244140625,166.3000030517578,164.3800048828125,164.56219482421875,22356313,0
